lat,lng,time
103.466918,35.848025,2021-03-23 22:35:34
103.125131,35.927244,2021-02-01 23:15:26
103.773638,35.770900,2021-02-23 16:59:19
103.702117,35.937642,2021-01-21 22:32:08
103.672658,35.925837,2021-03-07 03:52:56
103.606603,36.391071,2021-04-27 02:33:55
103.434876,36.307983,2021-04-20 04:06:58
103.110718,36.263809,2021-02-05 18:40:03
103.693848,36.170567,2021-04-26 23:15:44
103.642834,35.983303,2021-01-31 04:46:18
103.739024,35.674497,2021-02-10 11:13:50
103.485305,35.933534,2021-01-12 22:35:54
103.783993,35.849053,2021-04-06 13:40:55
103.525246,36.182874,2021-03-10 18:10:12
103.628935,35.928013,2021-05-06 21:17:36
103.439205,36.385385,2021-04-13 02:25:30
103.353528,35.710913,2021-01-17 01:06:24
103.445602,36.103477,2021-04-10 12:41:56
103.380740,36.145490,2021-01-11 11:25:14
103.466981,35.898380,2021-04-01 04:19:07
103.220935,35.779774,2021-03-31 20:27:00
103.445383,36.452418,2021-03-19 02:37:02
103.702087,35.869610,2021-02-20 03:00:09
103.575378,35.927714,2021-03-05 18:16:03
103.301201,35.827608,2021-05-03 18:48:06
103.368633,36.371272,2021-02-05 14:07:56
103.458791,35.989867,2021-01-23 20:57:17
103.660245,36.103363,2021-02-24 22:13:28
103.624728,35.900521,2021-03-13 01:45:22
103.750900,35.803922,2021-01-22 12:41:14
103.495279,35.794164,2021-01-14 23:26:01
103.560419,35.679384,2021-04-29 07:14:31
103.154577,36.301322,2021-03-02 16:19:32
103.717138,36.118896,2021-04-29 20:36:38
103.453236,36.146943,2021-04-05 23:16:18
103.821929,36.169065,2021-01-10 03:03:28
103.326712,36.351226,2021-02-04 00:02:49
103.253923,35.957788,2021-01-13 10:23:05
103.157711,36.152858,2021-03-04 05:56:39
103.071128,36.079498,2021-03-22 13:27:01
103.365378,36.378985,2021-04-27 19:23:55
103.450983,36.319251,2021-01-15 00:01:48
103.507659,36.260706,2021-04-28 10:47:33
103.892898,36.125738,2021-02-05 22:08:29
103.275364,35.645634,2021-01-12 00:47:32
103.104299,35.920450,2021-04-14 21:25:53
103.820066,35.973231,2021-01-10 03:35:23
103.386078,35.694687,2021-02-27 16:12:48
103.524802,36.059851,2021-04-04 04:51:09
103.847217,35.975434,2021-03-18 09:03:40
103.532972,35.734760,2021-04-10 18:28:26
103.361571,36.309679,2021-02-04 13:11:24
103.589810,35.684482,2021-01-15 06:17:10
103.111220,36.152938,2021-03-06 14:13:49
103.717897,35.806383,2021-01-01 06:32:28
103.609125,35.950801,2021-03-02 08:49:29
103.550726,36.234190,2021-04-12 01:49:11
103.751735,36.164750,2021-03-10 01:12:36
103.295412,35.865834,2021-03-27 12:24:42
103.811255,36.243579,2021-01-11 06:38:16
103.814085,36.020426,2021-04-05 21:05:56
103.345171,36.290206,2021-01-26 00:46:44
103.603413,35.647244,2021-05-05 03:26:47
103.786275,35.976405,2021-04-14 19:59:57
103.237067,35.797289,2021-04-19 04:08:09
103.204284,36.141089,2021-01-20 11:46:38
103.532180,36.439422,2021-04-18 06:08:32
103.280872,36.384517,2021-03-19 03:23:13
103.443398,36.438845,2021-01-19 16:33:21
103.437567,35.662622,2021-03-03 03:27:40
103.847341,35.791468,2021-02-20 11:08:03
103.697412,36.220613,2021-03-05 11:16:16
103.259517,35.844681,2021-01-06 07:17:51
103.460724,35.595282,2021-05-01 13:53:39
103.622087,36.213947,2021-03-29 17:49:34
103.267648,35.653839,2021-04-12 15:18:52
103.866166,36.068217,2021-03-08 21:13:00
103.642109,35.862027,2021-03-14 23:32:39
103.584963,36.145080,2021-04-19 14:47:29
103.372566,36.392316,2021-04-03 00:11:40
103.787380,36.211827,2021-04-09 10:04:30
103.178087,36.273420,2021-03-25 23:30:46
103.629488,35.653246,2021-03-03 13:08:57
103.765961,35.770812,2021-02-23 10:54:06
103.690992,35.723472,2021-02-17 07:00:19
103.210083,36.080137,2021-03-28 21:12:26
103.609811,36.299694,2021-02-24 05:51:34
103.287191,35.898254,2021-04-08 20:47:12
103.412201,35.824147,2021-02-23 09:55:03
103.653042,35.750148,2021-04-25 17:58:21
103.263936,36.008980,2021-01-09 22:39:36
103.659969,35.857604,2021-03-28 20:17:17
103.567125,35.624611,2021-03-03 03:44:15
103.553128,36.010148,2021-03-26 15:41:29
103.460967,35.828122,2021-03-13 22:34:45
103.292355,36.431824,2021-04-03 12:32:18
103.882898,35.916347,2021-04-23 23:39:18
103.585204,36.095265,2021-01-21 07:28:27
103.119845,35.999472,2021-04-09 18:00:56
103.150446,36.310223,2021-04-02 12:30:44
103.666006,36.227679,2021-01-02 14:13:16
103.875793,36.150285,2021-03-27 17:10:15
103.794382,35.776797,2021-03-12 16:55:58
103.201382,35.988455,2021-04-29 18:48:27
103.166783,36.316514,2021-04-19 16:22:17
103.695429,35.720675,2021-01-16 07:26:47
103.553007,36.446302,2021-04-19 19:22:02
103.120404,36.233966,2021-04-03 04:19:13
103.229129,36.099108,2021-01-01 16:16:46
103.188930,35.715758,2021-02-22 11:23:30
103.508913,36.005117,2021-02-05 06:18:02
103.846077,35.895545,2021-03-30 20:25:46
103.286457,35.961343,2021-03-01 15:36:50
103.765654,36.068293,2021-04-21 20:08:02
103.360088,35.701106,2021-04-01 05:32:30
103.680188,35.997623,2021-02-22 01:06:03
103.258842,36.127163,2021-02-21 19:53:15
103.680429,35.639701,2021-04-17 23:18:30
103.686638,36.180177,2021-05-03 21:22:54
103.567817,35.993943,2021-01-12 16:13:42
103.539904,35.798932,2021-01-25 12:51:31
103.726244,35.978543,2021-03-17 23:58:38
103.885158,36.089759,2021-04-16 00:17:51
103.103436,35.855516,2021-03-25 13:00:47
103.620710,35.775659,2021-02-27 02:58:38
103.307086,36.118087,2021-01-06 12:03:28
103.486555,35.780881,2021-01-28 11:30:32
103.511116,35.824144,2021-02-05 12:12:31
103.478984,36.232337,2021-02-17 22:09:09
103.528547,36.384839,2021-04-12 06:42:18
103.523726,35.953867,2021-02-08 09:36:18
103.754714,36.252702,2021-02-11 01:48:51
103.599424,35.803340,2021-02-23 06:10:37
103.169739,36.092364,2021-02-17 16:55:27
103.569395,36.033014,2021-02-19 12:53:26
103.898914,36.045369,2021-01-23 17:05:31
103.619869,36.047358,2021-01-08 01:50:42
103.574713,36.136493,2021-02-18 02:51:52
103.591740,36.032476,2021-04-17 08:38:11
103.175545,35.962479,2021-01-03 23:02:41
103.772883,35.682527,2021-05-03 20:32:29
103.697012,35.747582,2021-03-05 10:15:44
103.524939,35.592448,2021-02-09 17:17:15
103.196827,35.814381,2021-04-03 22:40:40
103.760754,35.824063,2021-02-10 00:59:15
103.586371,35.885905,2021-03-08 21:10:25
103.634319,35.871958,2021-03-29 01:38:56
103.327845,35.769715,2021-02-20 17:17:01
103.838574,35.812064,2021-02-02 06:42:21
103.221912,36.127898,2021-01-16 00:26:46
103.253284,35.750803,2021-01-07 20:11:19
103.072613,36.100609,2021-01-08 18:14:12
103.126636,35.815531,2021-02-08 16:16:20
103.248895,36.024224,2021-04-15 22:21:13
103.467697,35.726953,2021-01-29 01:11:39
103.681611,36.088766,2021-01-22 20:07:03
103.934139,36.002779,2021-03-04 03:45:51
103.813370,36.309521,2021-02-25 03:03:57
103.177198,36.107483,2021-03-18 05:08:10
103.410539,35.996102,2021-02-11 07:18:14
103.455157,36.029942,2021-01-29 17:05:05
103.416939,36.030618,2021-02-04 03:31:16
103.766091,36.226975,2021-02-10 19:18:37
103.452322,35.957853,2021-04-29 18:48:32
103.483213,36.452630,2021-01-03 04:16:38
103.890294,36.130122,2021-02-01 11:07:48
103.565741,36.127440,2021-02-16 05:27:14
103.088690,35.864528,2021-05-05 14:19:11
103.111465,36.271128,2021-01-18 13:05:57
103.355230,35.614638,2021-04-21 12:45:54
103.811384,36.316390,2021-01-30 05:04:31
103.191855,35.979310,2021-04-30 13:10:28
103.305893,35.897474,2021-05-02 19:33:14
103.290810,35.710684,2021-01-11 01:51:20
103.614100,36.406397,2021-02-13 12:30:23
103.341343,36.112159,2021-02-03 16:40:52
103.538369,35.767261,2021-01-28 13:17:47
103.117934,35.817182,2021-02-08 07:36:31
103.651601,36.093327,2021-03-11 10:59:54
103.804937,35.864291,2021-03-07 08:18:18
103.745765,35.671675,2021-03-21 04:34:01
103.672581,35.877783,2021-04-10 16:30:27
103.622353,35.714620,2021-04-07 04:37:20
103.436208,36.210213,2021-02-19 08:36:06
103.104046,35.871662,2021-02-22 08:53:51
103.308323,36.169914,2021-02-25 13:09:14
103.368633,36.325053,2021-03-01 16:19:05
103.118667,36.045333,2021-04-23 06:43:53
103.522460,36.172044,2021-03-04 03:43:52
103.144014,36.141598,2021-04-28 10:46:34
103.841860,36.197191,2021-02-03 17:13:22
103.324675,36.207932,2021-04-08 13:55:36
103.806004,35.828216,2021-04-13 14:29:35
103.823979,35.871658,2021-02-06 20:51:36
103.810918,36.035611,2021-04-30 02:43:55
103.736173,35.926792,2021-02-28 12:48:18
103.839760,36.280626,2021-01-07 20:36:45
103.334726,36.127690,2021-02-04 12:47:01
103.927565,35.952333,2021-02-24 05:06:42
103.339641,36.173687,2021-02-07 20:47:08
103.547493,35.966437,2021-01-06 16:00:10
103.709421,35.738623,2021-01-17 06:41:06
103.449316,36.364461,2021-04-22 00:57:06
103.100873,36.143883,2021-02-19 08:16:52
103.422867,35.618315,2021-01-06 14:11:33
103.605523,35.748632,2021-04-08 10:48:04
103.465662,35.783027,2021-03-18 08:05:44
103.474177,35.978115,2021-01-15 08:35:36
103.489326,36.285605,2021-01-04 07:22:57
103.189753,35.774211,2021-04-08 17:30:00
103.292894,35.756835,2021-02-03 19:30:21
103.703365,35.877957,2021-01-26 14:30:29
103.499838,35.931581,2021-01-18 05:39:44
103.794508,35.848911,2021-03-21 14:06:04
103.123573,35.873151,2021-02-06 17:54:47
103.760577,35.846323,2021-04-06 20:47:50
103.563640,35.789045,2021-04-16 20:21:08
103.779140,36.159630,2021-04-13 15:36:40
103.224989,36.224497,2021-01-19 16:21:26
103.425548,35.651227,2021-05-05 02:11:58
103.540544,36.118185,2021-03-02 14:23:20
103.058652,36.037166,2021-01-09 15:23:00
103.285629,35.822658,2021-01-21 21:09:39
103.488270,35.635744,2021-01-26 03:36:52
103.577942,35.627850,2021-01-21 14:47:16
103.228668,36.028115,2021-03-10 22:24:22
103.777172,36.267490,2021-03-02 09:17:29
103.841819,36.195171,2021-03-06 09:40:41
103.538786,36.038803,2021-04-28 04:14:07
103.828600,36.305723,2021-01-01 02:31:18
103.854059,36.262386,2021-01-22 14:05:04
103.526931,35.656281,2021-03-01 19:55:32
103.254216,35.918966,2021-01-31 01:08:06
103.850884,36.295496,2021-01-09 11:21:03
103.893842,36.215353,2021-02-28 23:13:56
103.552483,36.031568,2021-02-19 07:02:35
103.756359,36.246215,2021-02-17 05:35:18
103.221618,36.062535,2021-04-17 11:37:41
103.674558,35.800049,2021-03-22 08:16:29
103.479618,36.301764,2021-01-15 21:22:05
103.306404,36.080820,2021-01-10 16:29:07
103.383663,36.071097,2021-03-22 07:49:00
103.394774,36.012960,2021-01-18 04:12:30
103.367276,36.020769,2021-03-18 08:52:50
103.650905,35.753180,2021-02-08 20:33:50
103.411080,35.794445,2021-04-16 07:19:59
103.628487,35.669135,2021-02-14 04:19:08
103.392839,35.922175,2021-01-12 09:01:12
103.498830,36.262802,2021-01-20 18:35:56
103.620080,35.722787,2021-01-24 00:44:23
103.320404,35.676445,2021-05-03 07:47:03
103.547938,35.687029,2021-04-21 19:07:54
103.404798,36.386010,2021-03-19 17:38:02
103.705650,35.896148,2021-01-30 02:08:36
103.468509,36.125856,2021-03-14 06:09:52
103.401108,35.763275,2021-02-04 15:55:14
103.086325,36.191365,2021-03-24 04:23:37
103.810025,36.316816,2021-05-06 09:56:14
103.183158,35.781004,2021-01-20 18:33:10
103.696748,35.696727,2021-01-28 19:18:11
103.740217,36.344378,2021-02-12 12:43:53
103.271081,36.015078,2021-02-22 16:44:47
103.265281,35.796635,2021-01-15 18:15:33
103.642411,35.875339,2021-02-14 17:39:42
103.404799,35.679859,2021-02-22 22:44:04
103.243063,36.299923,2021-03-07 02:19:15
103.738026,35.813322,2021-03-14 07:26:40
103.627925,36.335637,2021-01-23 11:06:00
103.568062,35.810846,2021-02-08 12:55:38
103.153562,35.777155,2021-01-22 09:09:27
103.390819,35.987142,2021-02-15 18:01:25
103.832347,36.212639,2021-02-28 08:52:00
103.467836,36.320998,2021-03-25 08:35:47
103.712182,35.640992,2021-03-08 06:23:44
103.735993,35.922523,2021-04-29 05:48:13
103.297349,36.140140,2021-03-30 19:22:24
103.517314,36.172727,2021-04-10 19:29:57
103.314388,35.716553,2021-03-13 22:33:32
103.624111,35.969768,2021-01-12 21:03:48
103.252996,36.368136,2021-01-30 08:45:29
103.091855,36.053738,2021-04-08 18:04:11
103.474649,36.450173,2021-02-10 10:04:47
103.222692,35.976977,2021-04-13 10:41:13
103.340139,36.298290,2021-02-17 00:28:11
103.415459,36.416812,2021-04-23 07:07:32
103.615992,35.970297,2021-02-14 08:26:04
103.551722,36.258336,2021-03-10 17:42:44
103.894793,36.060851,2021-04-20 07:30:38
103.393436,36.049333,2021-01-23 05:05:45
103.880760,35.916019,2021-02-06 15:04:01
103.573785,35.689134,2021-01-31 10:03:33
103.116815,35.798846,2021-01-18 03:22:50
103.225519,36.097012,2021-04-07 10:08:36
103.811179,35.905119,2021-02-03 20:14:28
103.421376,35.910457,2021-02-12 15:51:52
103.572673,36.122744,2021-01-26 00:33:52
103.229761,36.244335,2021-03-31 02:11:03
103.762821,36.145653,2021-02-18 19:01:23
103.543629,36.333549,2021-01-10 21:41:26
103.131905,35.820319,2021-02-27 17:06:58
103.404311,35.835347,2021-01-29 18:58:37
103.500960,35.910574,2021-01-12 07:31:24
103.617253,35.850395,2021-04-14 08:38:07
103.130587,35.770951,2021-01-17 00:38:18
103.083607,36.027359,2021-01-31 21:06:15
103.097803,36.224580,2021-02-08 04:31:46
103.341037,36.051750,2021-03-11 16:19:38
103.084519,36.187500,2021-01-18 02:42:32
103.549811,35.903171,2021-02-07 09:53:36
103.565445,35.772345,2021-05-02 19:04:38
103.809736,35.986134,2021-04-29 11:20:57
103.165687,36.277613,2021-03-17 14:48:04
103.684395,35.648528,2021-03-29 21:31:46
103.424922,35.820965,2021-03-25 14:44:11
103.499195,36.036407,2021-01-09 13:54:30
103.764168,36.027942,2021-02-11 23:02:35
103.343413,36.436144,2021-02-25 14:09:56
103.925478,35.978239,2021-01-09 17:13:24
103.625882,35.803665,2021-01-08 13:07:27
103.588886,36.275743,2021-02-19 02:52:47
103.439753,36.444005,2021-01-16 10:51:53
103.364328,36.431479,2021-04-21 05:31:40
103.191565,36.042866,2021-02-02 02:50:57
103.176436,35.867726,2021-04-06 10:59:11
103.593095,35.901817,2021-02-17 22:40:03
103.767607,36.095694,2021-02-19 08:21:34
103.415391,36.315175,2021-01-23 12:43:25
103.800344,36.346082,2021-04-05 13:39:02
103.458995,35.997400,2021-01-25 00:29:39
103.603475,35.660482,2021-01-30 15:55:59
103.768489,36.045475,2021-02-10 07:35:12
103.164138,35.889103,2021-04-25 16:51:58
103.686664,35.723166,2021-02-21 18:06:01
103.532520,36.196068,2021-04-01 09:20:00
103.218629,35.816678,2021-03-14 00:58:13
103.841319,35.898644,2021-03-19 08:34:06
103.369040,36.402250,2021-04-01 19:42:35
103.402836,35.887664,2021-04-17 02:00:35
103.145396,36.243200,2021-05-01 10:44:43
103.761561,36.139418,2021-03-29 09:13:58
103.554762,36.409659,2021-01-09 10:29:29
103.854232,35.913099,2021-03-22 11:11:13
103.765435,35.923759,2021-03-28 20:59:18
103.579825,35.755025,2021-02-22 19:10:34
103.647550,36.251272,2021-01-22 07:36:18
103.477549,36.097421,2021-02-22 11:38:59
103.861457,36.047406,2021-03-26 20:51:46
103.392695,36.065434,2021-03-04 19:33:29
103.415231,35.814594,2021-03-15 14:26:25
103.412450,36.303492,2021-01-29 02:15:01
103.164367,36.207316,2021-04-03 11:06:27
103.373216,36.140936,2021-02-20 20:11:34
103.576672,35.960036,2021-03-11 12:43:32
103.154203,36.192808,2021-04-29 20:14:15
103.774434,35.870190,2021-03-16 16:01:22
103.620368,35.902803,2021-02-06 00:58:42
103.528099,35.720036,2021-03-28 23:34:21
103.108370,35.795937,2021-02-12 21:50:57
103.198936,35.961163,2021-02-12 23:21:47
103.407453,35.751782,2021-03-17 06:42:33
103.573756,36.405499,2021-03-25 18:44:49
103.465999,36.269038,2021-04-15 15:59:32
103.527404,35.734761,2021-01-28 09:54:44
103.682388,35.691288,2021-01-08 09:50:45
103.725989,36.247800,2021-04-07 20:14:36
103.822366,36.001408,2021-01-30 23:16:55
103.306648,36.027832,2021-01-12 08:29:34
103.294449,35.697413,2021-01-30 21:11:43
103.571265,36.278900,2021-01-07 18:01:57
103.544755,36.359882,2021-02-05 08:44:13
103.382260,36.038217,2021-02-19 03:03:42
103.659500,35.792630,2021-01-09 21:52:13
103.402684,35.778387,2021-01-06 12:22:37
103.382237,35.825858,2021-03-16 23:27:56
103.646195,35.682915,2021-03-11 02:40:11
103.132369,36.019661,2021-03-29 00:31:03
103.189566,35.706963,2021-05-05 12:22:24
103.290615,35.746799,2021-03-09 14:30:29
103.881311,35.810656,2021-02-09 14:26:31
103.491906,35.683867,2021-03-26 05:57:25
103.303089,35.819093,2021-03-21 21:16:10
103.825082,35.838225,2021-01-05 20:41:02
103.362537,35.617794,2021-03-07 11:29:23
103.662339,35.862703,2021-05-03 17:20:08
103.714579,35.995860,2021-01-30 19:08:21
103.233643,35.694118,2021-03-18 11:43:15
103.095310,35.949541,2021-02-10 10:12:34
103.916460,36.133640,2021-03-26 20:05:23
103.197395,36.136365,2021-04-18 17:02:16
103.556441,36.064851,2021-01-27 23:51:22
103.500563,36.168599,2021-03-10 20:11:06
103.423077,36.308161,2021-01-20 16:10:50
103.460005,36.239994,2021-03-22 02:11:39
103.774721,36.045201,2021-05-04 13:09:58
103.803679,36.112695,2021-04-18 21:03:02
103.219107,35.849433,2021-02-06 15:41:06
103.300652,36.117657,2021-01-06 04:04:03
103.272387,35.942788,2021-01-19 11:30:30
103.626115,36.227617,2021-03-12 22:30:35
103.797704,35.747559,2021-04-10 14:51:02
103.336426,36.202754,2021-03-19 15:38:44
103.212451,35.750210,2021-03-25 16:41:44
103.855243,36.253398,2021-04-24 02:06:53
103.459667,35.602451,2021-03-12 13:36:52
103.916017,36.027898,2021-04-08 07:34:44
103.512259,36.163044,2021-03-31 02:44:08
103.207162,36.285033,2021-02-28 12:32:06
103.293982,35.811775,2021-03-19 02:26:03
103.576959,36.460336,2021-04-25 12:12:10
103.091640,36.101806,2021-01-15 04:03:24
103.848838,36.061423,2021-02-12 19:11:07
103.774558,36.341979,2021-02-11 06:35:51
103.214797,35.725955,2021-04-04 23:18:39
103.752706,36.281840,2021-04-14 12:51:35
103.579680,36.304461,2021-03-19 02:14:03
103.443523,36.303562,2021-03-26 21:39:44
103.525780,36.248150,2021-04-04 10:11:40
103.340530,35.939910,2021-03-09 07:49:50
103.423244,35.586280,2021-02-28 07:37:33
103.831979,35.968183,2021-03-07 22:33:44
103.443790,36.189248,2021-02-09 17:32:50
103.223943,35.705146,2021-04-30 14:43:54
103.747684,35.817997,2021-03-15 09:59:05
103.551791,35.732236,2021-02-25 23:19:27
103.753631,36.220082,2021-03-14 16:20:50
103.368268,36.437722,2021-01-11 21:34:44
103.150369,36.011362,2021-03-26 14:01:34
103.857476,35.849837,2021-01-25 18:23:52
103.096837,36.035424,2021-03-03 03:48:35
103.689651,36.053287,2021-01-22 13:35:11
103.371261,35.637588,2021-01-26 16:19:06
103.708310,35.704346,2021-04-23 23:48:07
103.490534,35.899926,2021-04-11 00:57:15
103.442670,35.605108,2021-01-19 01:29:00
103.600850,35.742470,2021-03-02 07:27:14
103.123524,36.156296,2021-03-13 13:20:38
103.330702,36.411992,2021-04-18 08:46:09
103.279520,36.007551,2021-03-27 18:32:22
103.525087,35.772380,2021-03-24 17:15:51
103.066552,35.985317,2021-03-09 16:09:42
103.746123,36.142986,2021-04-06 06:32:46
103.170977,35.731403,2021-03-19 20:39:41
103.876488,36.238360,2021-02-21 14:53:13
103.484307,35.744727,2021-03-31 04:59:03
103.500229,36.415272,2021-04-17 08:24:40
103.747848,36.070586,2021-03-24 07:25:45
103.314446,36.160177,2021-02-25 11:38:50
103.659862,35.767324,2021-02-27 23:06:49
103.805306,36.312152,2021-02-09 05:04:55
103.372417,35.784696,2021-02-09 08:51:51
103.226981,36.380957,2021-03-05 06:44:08
103.829593,36.058356,2021-03-09 17:32:47
103.713616,36.342766,2021-03-15 18:08:23
103.853762,35.941426,2021-01-15 03:39:35
103.146384,35.904758,2021-02-22 13:47:24
103.071727,35.930769,2021-02-04 03:54:18
103.328283,36.348281,2021-04-01 15:55:52
103.818147,36.070406,2021-01-13 12:04:56
103.627595,35.812102,2021-01-08 22:30:31
103.405441,35.791773,2021-04-21 00:00:47
103.571317,36.407508,2021-01-09 05:03:34
103.476674,35.798095,2021-03-17 11:43:55
103.371308,35.769486,2021-01-31 05:59:03
103.402646,35.883204,2021-01-23 22:08:45
103.698603,35.968302,2021-02-11 04:51:16
