ZJNSRSBH,YC
1366851db2a739b7c519b6bf03c41e6f,0
cdb8c14c5aa3ff6e82ab5f8362542e1c,0
c675cda9a1edc0c100225cd1ef710fc4,0
db92c79a1e8fea7ac061b2d23dc3feb3,1
2886fb322620d5236d110b2cec94e24d,1
05c29aca63193113b8911b4dee690736,0
a19754c7a93e8cf14c11f9fafb0d82d5,0
5dd9cbeaa87c5067c5099527167bdecd,0
fedbb45a5dd0d03d25c63a2c0bf161e7,0
e33784f9b3510787940aac577c1533f0,0
e56b2489e0e4576e878d27eb76044f93,0
e49a8f428607dd9e6af5b305760b48c7,1
e4455d024a0a627b3138c150e03b4ba6,0
acc1ca8dd87faff50d19ad74366f6adc,0
224061b9972b7b938146ccd64a0bc670,1
62a991e4ff336fd872cc64d0b139645f,0
47917b6cc021a8aa8f0a4d209f7445ff,0
63488c4370b58f4ab90b305df6481e42,0
1e8804dc0bbed4650f729998e5621478,0
78bfa7b67dd03947e6633192a7c13957,0
16300718ff4346170cd772a2f392180f,1
fc1487d9f8dd91aab47041dec716c8ec,0
a0b83b7109b44fad092b81194716eab3,1
4454130427a57ffd4730a49cc3faa06a,1
874a9e6218a8ed539d3bf0a38c68c1e1,0
5de5615f8cd17f5ef8ba7eb461c7961a,0
7342497f846176f0ed2f7a01a476d46e,0
67891e864e4ec7669994ff981892b842,0
dc9cc136092d8501360aaa2a39b96657,0
2925fd22949a211ec3e534ca9c775d32,0
3980d6d4db5b4ab31b067aadf706abe8,0
5f7aef063051296be74c318c491fb89c,0
0813b984ddaad6946e2b8b9edb6f6f2d,0
44c382446f1aaabf07cb89b013fb0e35,1
3c7d7a5709e2f5a024aaf65dbeda6dee,0
0d6f81fc92484da9965abee2526b2651,0
8b1310d2faef406278479e64b1844e9c,1
9e4b9c330a25f85ec4f2da45ba7cecb1,1
d2ce376b977c949f7105ae4f4ff65fdd,1
834ac296e741f9ad838eb5a620cbe204,0
62aea1fe066b0081fcc8710ab0f30fef,0
ea2a5638da75dd40a3bf0ceb6c4fb67c,0
df043d9e74be85a71497e85983eb6571,0
b215cae20c76ae0d67093b2108570c0b,0
95d1d487f2cfefd1a98449412d289328,1
6dee0deb20a9027e8f2cb9e1911d15d2,0
7758cde506ad740b2dbacf8e58b0f022,1
e9d58030322189fa17a0d40af125d01d,0
33a1eecb8ed1cf0c953b8743bc3decdb,1
77929a2b6dd43d713437f41ccac3f143,1
b864b68380cea3fd2e92c5eebd5c0377,0
7fc5b9747786047fb008608d134b9a0b,0
7032b164ac31808b7867eaff7e0a09e4,0
25a5fc179ac656825c0874fbdbb45a9b,0
77b032342cc3f2c47c083935a39f0553,0
0edb90eac3faa23d06e8b5771c319401,0
c2b04fdb35e4097ecb2329b29557b99f,0
83eafb92b499dcbe8141e0db76ac00c3,0
80c8a118810d7a385d40b6627afa4324,0
2fbee09d3afcc37dccecac1e05ffb981,0
3a2455fcf3699dca65ccde9045115aa3,0
d5ff10c18509277be7a4f62224826ec2,0
544b11459e5f2abedccbb7eca3972194,1
60003d53846038f478a78e77131b0acf,0
a212f0d416d8f52a979aa402fb9844d2,0
26208170ee35fd0cceb52b2086c60aee,1
d6f5157bb1558e68021ddfad5b713814,0
98f41cddd5f2242f757f11f0eff2d58a,0
0de2b027e7bf4f3fae98742dc255d2f2,0
f272871d4caf4c121ca13b12c7eee07c,0
06e6ae039013497d0a96ae2333bd64f7,0
2d9f01366b907d63ed0a5e4b322d1594,0
2bc2ccf52e2dce1c916586dd49473e79,1
abbf97f8d6be02e3dbc5d33378920467,0
53bf6bfce2cd128cd2a5400d26fb6ee4,1
130056624bc0f30da9970fb4837156d7,0
a97e9a7814963df2b5538175b9266c97,1
771a33408f26d26cb506d0c3e0b6de68,1
712fdcf066fc535c434d8d7d97d253b3,0
16de9d03811ac238a0830deb0bcb82ae,0
9690f01bf0280d9c99038186f3df0f62,0
b47184b25b90fe99cef22fb518d3db21,0
adfdf704886568a5ba1e45aaa44cf258,0
fdfa2d5e2437dfcad41d54268f40d51c,0
83fbecaeb1c687300e28b40e3789cea2,0
c211865abb5dd57dac758ecb3602306a,1
c3c3a3faeaacf4cd419c4a07e4dc6196,0
9087fd6cae30abdbd07b6a2a0bd893cf,0
4fd21b62db678c3c1e03bdc8d857f24b,0
8eacd947c3379e83bd9119bcf02d7d5c,0
215c2b169424bb37b9c2fae439b79d8c,1
e4bc83464953f9085019cec3b63fa07b,1
9718cf185d2bc85c9fd6a4b8fa0c7906,0
efa4c210c72449154407b7476deeb61e,0
6e5c6a8048cc6821ea71f155ec9453f7,0
179c7ce66aae88687a45b3ee66abcbf1,0
d6bc2e2b3642f88fe1fd75a05bb2a070,0
91b2eac0025470e5a555fee25f31f43a,0
d41fe76fbacb2db4408a3755aac99742,0
b66bcaa935ba545efbbea297e9a7c974,0
b3424c6fa5a417a6dc4d59d956228bf8,0
0cfb1e39b9c4791c7be6ec8d622d5dcf,0
4fe087dbedd13dfbc9562df340c3fba0,0
088ac1eff909823b319f27a0c4b6090f,0
7ad35643bdcc0564fb92ee8f2b694831,0
76c85912de8d7b48695130962423115d,0
45950554d798ebdd3143783f74daa1a9,0
494c25e653df451f2040973c54a984e4,0
cdf802f4ac070fc10b6baf532d56758b,0
e2898e36e770c9e81e70bf66e257b859,0
5e7193ecf2f54607966a16097d4c7590,1
4cca84fc20a579e7ac56e0dc12b575ed,0
2377caec36c6cee4379d9c3cd00f76e0,0
36eb8416132ba81e942a305ecb45addf,0
738d2b93a43184b0f1974595ee24c78c,0
4c43a79a6bbe4e15a7755a87d3bbac3c,0
27371a97b61afd4105305bed79841e54,1
e08ba9f80e217b0ff1dd239ba16e2618,1
1bb720431645ab34d0d13ea1184553e2,0
a18b68c86b2b9c7a0472e7b8812dff50,1
746551008aa94405e659b3365dc4c7f3,1
e43e296d1816bb106e0eb81432923ad1,0
d74d4c4b5ba23f53f907253469bf3196,0
d3678de31b80d6eb891abb906bc6a0cd,0
27afb60b98099d5a5555e9e687ffe361,0
5091ac4bec875f0e34a282e02f01d4c5,0
219c583e074a7b63855ea274fdefa28b,0
c8e295ecfa6e16afda74b40f09574450,0
959db57ced32578a4c51e8794c6e2b27,0
5fcc5d4182072550c6a6d4e60617e29b,0
504ea4df996b38fd1ed7b3537a0989f7,0
27f68d2f9470d5c3ced6bf0e3fa7de68,1
14d79030229f392ba78a7c2da7a5109b,1
1f18af998947a2a8abbe036128c30d81,0
963bce5357f2e98beb415e5c7bfb4b8d,0
d59f4ed333cf1c9651c21ec93d1ca7da,0
0b846ab6a0b66a34c73388203313c2bc,1
cce57b3e05cddb7d7925d9a27f92cdd8,1
5e14d4ddf2bd506d4a9ef85917ae3a1a,0
634296c9afffe1b493f27c7070e2f11f,0
37596e1799903ad39a3c0a7969d1cbe4,0
3fcbd36608244c343ef5b8d7cf28d7ab,0
bfbf5196854584f8d67639f57677e277,0
8db3a7eb023a1c3ab35c90a3c9df8ad5,0
2d5b9e34109399c2c5156635bcc51c3e,0
462424c20a3e576de71216040385db9b,0
1c19b25b8370f774e919ff4385f11c39,0
b92baa0f399ab051c874b903879ba910,0
923542e53f69b9f4e43b7de394bcae47,0
1bf1a081b02ca3aa9e37576fa91f3322,0
ae5c23ec8773b447fcd8bd00e051593e,0
3c70c23259a094d517ec0d21023f14db,0
234cd2833ccd92049539bf18c5bff463,0
e99805f0aee4e28fa10bb64b17e3e5b8,1
cf20aeb645cdd252c3242f524dbab461,0
ad5e035ed5f77239a176f61b7b7885bd,1
4a76c221e41f8a29f3d5dc22c1c04909,0
e3b3ab1e33840515b466ecfb411b0a1a,1
ccab9bd7f74b1035de2c84b0408a811c,0
10fd818437a67ae65a03d4bd26e59490,0
7cdbcd6f1dd7d4f32b08bff9b6f03c2f,0
7e2a28518e407276415d631eeda6b4c9,0
78c7364d14c4b470dba14ce79c637f4a,0
4a977ef50d55c0716ee90efaffc9b127,0
209cf985936b0ef8d46ce0a8bd50d3f6,1
d6e61c39013627b7943396a2325386ac,0
dac79d62a65b4759810628d43c32df84,0
392b6b699cb18209d861434bb03e8951,0
4cebc92c8c3855363a1f180bf0895002,0
95a85ca79c680e255d1f5a70c996070c,0
073e2cffe52fd5c2280107a5b98383d5,0
6e6d8419032129f562d465807231f81e,0
b6e33888083126f8c2c79f7a21f0bec2,0
4a920d574a54eed93165c4ebfe335a9d,0
2ef44c934bf7798df4501c44d6719572,0
2004ba045b5119e205cd5022db2d3ce4,0
b6df59ee2d752449152f56f9cb5a9052,0
1154b3eca8f5a818484a7f05f636eb74,0
1723f72e7f4ed4da79ed6865c68bec71,0
cb8b27c70f2f9debc60e1a1018e3e28b,0
0ff11495525234aa6dc97a0ac120f508,0
7dfaee1e71cea1eff49327378bd880de,0
0ebede490965929853d3348ca2a284ff,0
84d608e0eed2dfa1660041e0b35af2db,0
00fff72547e71fd9edfd89b44bdeb7de,0
caf2bca138079521aff02ec4582511ef,0
1ae674c628c668ca00ddc004b3899af3,0
b120e019c30938314c6f092ae4c4cc50,1
cafb191540c306ddee5ef407c0a50b96,1
f525389accb257cfa91686a81d5823e8,0
56dfe5932329351d2fae68ed757722d4,0
c856079c066aa81510a8c7e5c67b1a5e,0
fe227df8c8bec50dd81ac4d05c92f470,1
c5cdec419f294c53cce85c4150b0f479,0
e8623bf84b12cb8b55ce4b2d636b7a0c,0
0b8668117333d7085300e5acead882e7,0
eba53ec16b0b3f18d9daebcec5ff5a2d,0
f12a9f3a221d6904e01e23ccc2b57cd1,0
ac31dc576659b769168ff53bdc55f03e,0
47e075eaa45ceddc92505dfc78ed74f2,0
5d94c973f662510576f6d307c79f1fea,0
77d7181a060e57c1095fa6be7934d353,1
ecda46f55f49275e531dcdecd965ed36,0
f3344f16b902e5b3e2c795ea59b25979,0
e585cf63e0ad4aa5ca7b3bc0e3c74080,1
e1af06324645966c345946ecdb4269eb,1
9b139df9f5e86133ef1ea175fe957850,0
cf1da7d5bacb7f6dbf9fe502a9fe1cfe,1
c4916661e0b0005d384bade1046c8911,0
0eb24e114e051252203722b716c45034,0
706be4f3e47aeb0cd103f6ca9ebeb416,0
845367c4f58be612a110bd812017d4e3,0
2514eb3f01495322275b098d5f580c6b,0
baf4e96fb2cd7ba0fbdfee66ae76fc3a,0
0448bbfc89755b0e6eac09998e77dd02,0
a69b6cb9f073744e3ea1cab0142a8134,0
432bb47295e0400958740039a961feed,0
a3b1dc991363e0a5cff2d1e54d193d45,0
b577eab9ce9780815c7fe3ecfc7bdaa5,0
ca66579730264d4c8bcd9dcac9f8c061,0
968c15c0fb6b7466bf9311a4e26c3985,0
1b015d25485a0aa52842b37de9f5bc41,0
87e6ae34f61616cd2b59759e3f767ced,1
23b5af4b25b6374c1eda6ca46c427dbd,0
268402d312f6ea166752fbd44f7fdb98,0
1377ba75030bc495b932d188280b9ff5,0
cf6a1485986332627d0b3397c6d88254,0
b043dc68f3c46722fcb98ba3ff6b2fdc,0
ada7211fd9e1536ac429694614c31bc3,0
6f814788134e65d2f6cc36aad9381c54,0
95ef2f87a84b9e86481a7c4523e8e523,0
a1b55694b4f367951f251674243e7ada,0
d6321df6d48443c6361701185df5975d,0
00896c5b4d266ea951d27b754ba33554,1
7b69cf6f386dc576f9b2f7980fcbd506,0
6557c470bd73e4cff0a6cdc8d63ec31f,1
3e976ff0526b6054682563c08124ab4a,0
58a24125d877c5c7d54458f2c8f9dc3b,0
105d9a8eb29dc76fd3246c881c52c953,0
604ee3ba72f0667f0864a1d7e2e697b0,0
d35458256b9e9b340a0e3f31ce850947,0
c172f63a46a74d5ef4bb6b141d263402,0
245ee461ffe9ba3ab10d663cef9f6a3e,0
78aac49c1a076a8892bad077decb5d09,0
8818d7dc43a0553048dc11d0c694d8ba,0
29ae1cef66b48d3563c08976a8435d3f,0
e6914a8c24fc8931ae6d6e9f45875011,0
57eb9551a717013775536db95be188c4,1
03494616e9aae8d94aaeecdfea270aa8,0
a8da40327b7ac6e45886184ac73452d8,0
f6b59e5aaf22232d05d63d18c444270b,0
e54785c090cd23895c2ae96b088d6fc6,0
fb8f3a911731a26e2e86ccfe5f77a221,0
e3ae2fe6765076e323cda5369360acd4,0
e45303421dcae1cb151970efea541b31,0
1ecee517d02e6109f714e7a22ef2e060,0
02ecc1eb42a06a27c74e527e9aa77a07,0
8c478b143fb84dd58c4b84f0a459b8aa,0
824fca4848ddd4a5b2d219006b71c6c4,0
2a4255ee26267e47054fbeff98542f9a,0
57361a1f361ea994dd305fd321f5a1b2,0
e4955b1e81f099a191d3da1f00fa9c72,1
e07ad0d88f42f956cd720010d1858765,0
93467098407d430a785e28d9e8a054d0,0
88c0666136c33a5ca490c9950ffc667d,0
24edcdc8f7f02ea74dcc1b6f76c7799d,0
f09ab7957da0cb6272994e2d928d4434,0
d37930717decbcacf9a6a03421d3af1d,1
8c1c84c4f8e7f203ce40bae44658e7bc,1
b1ba0f9d5dd7d720fffd325a84e3ebff,0
fbaddfd19c240280530dfe4e46224efc,0
c369fd644f0a4a5b2c8872e3399e82b7,0
87a937cc1a4f2111aa300aaad4005726,0
c1aa9181705a5c4698ab7d5fdbdb2b16,1
963f26a71f2e6d5549457854ef859a49,0
4600381ec8e597eab26442be4d827495,0
f0564ef591eff5feb9a2300f55397c39,0
dd44c8c7392ca6e6bafd9376135981c1,1
dd83479eb7b1c19116d40f3036a8574e,0
1661ecf6e9160c8ca61f70d25bd303b9,0
cd0c434f88c58450867dda21819207ad,1
5824adece91bd7a7f860820df2fd92b5,1
b1eb9f77f40bd3a2645219129cc109b8,1
61fadcb1106b5de6e34f3382b36eae73,0
8f87c2180a11d758aa7b56b0d1a62fe3,0
efcd018ee54afa8376674a67aa9efcaf,0
4eb2058dfa8e2b7655b68ec3b70ccb78,0
1d178300cac8eb6bc3ef2162ee9e7fa2,1
f10bb33a899b4bbef498c92f9f7a3056,0
d47c673f25980d2db4e6470e2fe52124,1
1b6c692cefe52ca883d8dc91db512f26,0
8da9d1a79212a81acb0553fd0399d537,0
93b7351adf7f9077f6896f0c348316a1,0
b9c9131d7692cea4e6950d7fea9a898a,1
4d631483578af98181ddcbf2009f7475,1
6173d0fb889c8d147be47da98b07a01e,0
29e4f41094391927d0be1d067493f426,0
f9ece1f56f36e551815d1b1f266e0096,1
657ad435024de8d1f0ae2c6fb71196a1,1
42d4265506c5e3900329b474783b793e,0
089a99b59831b6a6e8972541c601b949,0
af3d3817f1f21d050c6af96e9b4f7ff8,0
e2576e4cc950aa79cc5a1182df78c3cb,0
400126fa515ac8853e450cfd5d1757ef,1
3becd0b3ac0bddd7600c2b90de4fd220,0
0833bd622fa5543cab483937443ebc42,0
83f2b81e3d5b83a8e2e58d899a19a531,1
6eb5d7988355030b74d42825997305d0,0
a797a27e9ecd80beb034d862befc13f7,0
8f3c819da74e309876fd935ebae6f196,1
d3610d3c4b15e97d623869deb2453fac,0
e9ad7a5dc0c4058c7e931f106416f0b6,0
a7ab63935402b80e9d58cb19e2d7cda3,0
074906a1ef265a8bc355f6feaa6dcd4f,0
a58c901e5b80e80acccbdb2a2111d9bd,0
7fd98fa05433b7717d14462290957a4e,1
ba687adb6180edbfece0ef2d34c39381,1
6e0cffd42668576cf3a72ce91881dc86,0
8acc98d0b427abe471cc311abd3916d4,0
69ddf0d787407adff57ae36639593f6c,0
0e48802d519854ab39fc11ccfa54b90f,1
f507e3a47d26e45bb51b48b0212a6e35,1
3ffefa08a65b4a16e536486c6172daea,0
55736430d2eba0ce2b75ef79313d4ab3,0
b62a857dd66572ce1f0053350f2e38bf,0
ff4f995ef5b6081fd3e7ccd9766b65f8,0
4a419e16c9f1baa826d5b6822e66d653,0
ed9f0bd8f37f987d47b1dd929ea5c777,0
6c72bcece22be5c69b6719a8c42e46a2,0
7cbcd83aa7d6efbb2fb48210901f9471,1
9735bec48002a739401a679d0a2479f8,0
36aaa6d75be7d49340bcf850ab9ce19b,0
2274828a08a49321ad2787bd9e5f3d55,1
500217e1f3f9568794bd82d1d6a0cabb,0
eba478aeab20c7f9eafaa1107ca75d20,1
bf35a219fec0b2562e0e81e867a7295a,0
b8747ae9b611e8fe8f518797fa74cb28,0
f622e70f6c00753b878f5b5baed19d10,0
032d4c11498a5753fe26dcd2fcdb8d57,0
ec2b252a6dcc8387cd24845012d2d4be,1
c39a9facb5767be2ff55408fc546c969,0
c802b9bce28a034441c04916612de4eb,0
ed575d9655cd3e9e04f3e8aea6cec66c,0
2ce53f73b0e1427223844ebb5b9effec,0
ddd77d618a9ceb080a837c083936e783,0
47ee1575f957935dca63ead7401fcffa,0
d343e3b3e59d92055102ca812cf0a740,0
b354f6f8e665a8dc71f42c0c62848f0f,0
beb79cf29962d64f67c62ef81ac061da,0
1f2e57046544be8d3b681adbffd9a589,0
1be0281739f3eda09a60ae39c97b73db,0
74d5dc0d5318cdfd8ac9bed3e5cc4d9f,0
7a4e8ef6cce991cafba71a1b075aa4d0,0
449cceccb7f0c19a375d1f547a5aaf37,0
4e9272dadfccc0bde1df0d5f9cff417a,0
544d60de5c293de1124244563ccd7b24,0
1f39a80bc781ec0359b2ba7ad586f42d,0
fee0bc0e1acf7a36f25783270f261e11,0
7e2417979f19431487ba7136e5f6c367,0
a5fdd1163b37a79e41f7f79cd7e11183,1
28ed507093dd9370b0c6baa1f1582f2b,1
d1711552dc22e204a40c572c86eeb1fe,0
b143c32e36a1977a59cd98f6e11f8f0b,0
1e1b9c04d94ff551a880acbe6cf623f1,0
46313ec9dcc49e3e3dfdf762f6618c33,0
c81a05b83bf4a6ff6c903f1d871f6b63,1
ee026d40041203b3caf82cedfc3617b0,0
9ed475c1792b5c28f2e12b6d0c5b8a3b,0
f592e1a9507ddf11c45bf4b175579e44,0
37a99762bc9581eb01cfcf5cecd6a00b,0
c9f14d77406741dbde67baa0f452c968,0
816df914f5eb33246f849fd0c4fdf381,0
6c35e4750c439942df9e5af0f8b238c3,0
e4fb6a06c2312077263fdc7629ce5429,0
e1c1fd5374dddb14edc8253f1d633b4f,0
d1f0b4cdf423dba965d99c1b29d87c15,1
c9d352144312f5e78cb7d7eec78bf3d1,0
705c709ba1e4a5eeecfe2f5ae3c1ff90,0
b0316bfa3ee20785ff018ab8782f75bb,0
f1b61b8541f85be105f6b95fdf11727e,0
4cb4e6d0f7609af9f336f6321ddbcace,0
92c65adfdc51d30c96c02eeb7fc2cf48,0
7482b284332007830ea310b357f3f37c,0
ed3876ed8dc2cf54b532ac33d15bbacd,0
a076084465fe303f24b7cacbda34a9c8,0
5049f16eaf76cb8d66a4f68d2f63c68e,0
640d8ea0979a5f3eb4e6c76f9a2f8ca0,0
df6d2a709fbbc9aabaf75249d961a189,0
45704d95f029cfeb8e590c8e9e517917,0
739541bd6b0b81231a981d33cb2fa42a,0
556e7420e22ae26c95ba315187a38172,0
b9d0b90ce7ff85d6c82ce1b2f06e7992,1
04e9800910c0dc11dd268daa0bd8f12f,0
150fc6b9bd830b4f69b8ddec835da382,0
452884e66cd0ac0a3aaba7a1798cb376,0
49910b326525639c60eb9155dacc488b,0
521907d201d19b2e5d07b6d9ed943129,0
d02d145acd7a0de77e252f5092915d8d,1
cd79de12b5f65a0f46c9ee22c0c598ae,0
4c2711d7c93061bce65891d476c0504c,0
96f9370b67eed7cd6d538730c937cc31,0
31f00367fb8f25bd2ce163987dee773e,0
4c970ea9f20306dd30193ed1cc50eb24,0
b454798250bf0068bf78b3a1df0686ff,0
2dcbc9717f0cb428fff32b374f1d546b,1
7a311932e70bac36adc9d9ba841807f5,0
3c3eaa9a22103db07997d30bc4c7b4de,0
38e357e708f5ae23690e1fbd0a4dd7bb,0
95c238c88ce11b47597689735b439a99,0
15e47f97b154bfa9d77cdffb0529f306,0
482eb1307264a0a9a01f3cc201cad3d8,0
0b1118219bf6061196d8b8b228690c57,0
1ef92b3238b0251b18e713f7e6e25ccb,0
dbeadcc4c9f183116450ae7c823edfd9,0
8abde388b9327d5086064586a5031ec2,0
e9fb96f9289e8ca30f12e836d39e702e,0
c8ab0fb52afb204902d894a2700fc6fa,0
d457c7fb525caaa5a9a66d1439acef37,0
587b367dbd68de01a3cdedef28bab62a,0
69de0a2d30b57e3b0bcab2b21f755006,0
5ef4da6b7db9ee1ea10f3ccb25860b39,0
0fde8c6d5b7ad09fd1157bdf14887a2a,0
b61baf666e8e1cfa7826f8ec01a5c5ac,0
4e2ab6ffe27cb1e39d00c9839307abf6,0
868b1de58f4f23e241ce7f89d0983c91,1
f2fdc8c8fe3be73e6abb5563f2138a5d,0
f88ddaa29b58c2d57e4943ad5820b9bc,1
84d4d97fed61dc377c6b00a4c83203aa,0
227a4c4278a168b123f5bd2c0512274b,0
fcbe72498d8cb808d788bcff60d4a6bf,0
3542e20738d35b9708518ebc5fd89156,1
069f1bf8f7b4039e82ad8e4bfad2e651,0
a690a22c6ac9a2248b42c4f05c1cc4ef,0
471b0f4e96c2ee74325d7b621928a7ff,0
2914d13368d922e2f38a8db612d098a9,0
101f943df47bc7c859e78b3c82ac72dc,0
dd734d7ef3d3a0a1c126d4103f20ac7f,0
5bf6eb2fcbe59be6c3ec296963455bf1,0
909c4ec7a07a9452797bea41b1273924,0
38aec0ba55da302fc164198b62081032,1
7419d99f2da3a45adebf00dc4247d60d,0
d9c2f665cd75fb0ae263914a5e47b73c,0
7b07371afce73b088426e5e9d498bd63,0
6734f5a1de8814e9e5ed386cb49064bc,0
9231a80c36c9e1e09fad9c68c287f801,1
0c3b2c61ce09c2cf7fdea88870943854,0
fefe760033f2f599224ded27f277a195,0
7daa8f02751b0d5314e7f5e0f0da74e5,1
78d7d87b47712f91470b1b1500c1dd19,1
3b387ab4375f2a9d963c1cb13695c458,1
7669a56c0119e982a9d0e94c42331b12,0
97fd0a1ab3122dc24286257fedac1696,0
2b8fa3812e2045ef4d511954bef6e12b,0
b5bde35ab7fd6eed3e405d787024497a,1
86f07391b2a9f01d218c81c5f7655721,1
30b734d4badac4283826c2bdcae8153b,0
3001c83cc89bdc45183458b163b2311f,0
d932727647826a018b7e9eba8992d7c1,0
edf4e48abaa56d2b4b15c2ad56464ae6,1
3de4381c16cb42e28e887243c6da6b6f,0
bac34079b48ff6fb1a8c28ed9fcec002,0
22eb68a21639e1fe0e441a46bfedd9b1,0
25b622ccb4e3c36487f94a11208479bb,0
972bc275a9651073a3ac5bb8f3083e3f,0
ce59d9c5531ae0221782fb016fe19a85,0
81d37ca5265709a79d0ee0b51065aa57,0
7e4967b8a11a67519d2cbf388549fcf9,0
8395d79ec94dedbf38b0956bb0d0c969,0
211b7a67b183f779ae321f2eb01d63f3,0
c86e6e30b3896dfe0ac961d6dc59f842,0
da3eeb475ef0656b6c467b7ad59aeac5,0
c170e505dfe1c997f1f1dcda65053917,0
e4d919e0fd127c25a67516e632a89da8,0
28a44002c7672f6e398effbafb7082d4,0
36c5af6de4dfddd2833ac8404e55ec19,0
3e562b413797147e39b87d1e9e1cae7e,0
928302c4d72d7b6e72a090790dd6669b,0
a9d90ad3cc31e6b402b23ab95ec9eb4e,0
2917aa949e82e117ca5f6f8c44381454,1
070f35f9a6feeac848459c1ef163ae17,0
be12ae517a7131a2cedae9b3e0666621,1
21913028dbf16015aef9a67e965479e4,0
1169d8ea1898d2c275d27606cebc2034,0
538e507d0c93a12a666e3edafc317d84,1
ced7aee4e67f7eb35241fd30ff3aa315,0
b05d97dba0703d2de33f6fc4cae73edb,0
5c317b4f571d882111ea2a705cc546be,0
04c038159e483da2ed8f440ceb28283d,0
4019ea275595406732cd4afc4dabaccb,0
1e7947a4052b3852cb62e133b60afae1,0
61836bba8f89715ca6112171c486c773,0
8caabed75a72369c5208966e63abbd68,0
dd57933be0a7182d3a2d0ae4423eec38,0
1a7ecf286db7176b4d20ac6933d148f6,0
3e202d2a7046edc31ee6269f57b440bb,1
c3d79126ffb607b1fe090377e31b3d27,0
21962f18716cf98cdc288f579ff16d37,0
65c54db58dce40635a5931f92bda61d3,0
a2bb7941252ec8064e6026941cac221c,0
51a2096d9219e2d417c5d606f827acfb,0
13a998d4a96c006489a5ac0dd381174e,0
3f503edd00eb82cbb0a32bafb58e718c,0
d4cb88167fdfc709b06e8e24eda56fa9,0
e5a1c165733bc5f5437ed8bd4154f171,0
eefd6ec8c4097aed4585128d8b7f71c7,0
d78a099bcb97e4947e0d7587b91e77ba,0
fdbe4667a4cbb13a1b0dcda119a572bc,0
500efbe9350f6d40696167f4915ace5d,0
d54d1ec91d86434258e803a0b5410643,0
b3ccc7a87432b21ca11c5680fd650227,1
